2.91732,4.44648,6.05143,0.5,2,inf
2.91732,4.44648,6.65367,0.5,2,inf
2.91732,4.44648,6.47443,0.5,2,inf
2.91732,4.44648,6.43247,0.5,2,inf
2.91732,4.44648,6.95483,0.5,2,inf
2.91732,4.59336,6.05143,0.5,2,inf
2.91732,4.59336,6.65367,0.5,2,inf
2.91732,4.59336,6.47443,0.5,2,inf
2.91732,4.59336,6.43247,0.5,2,inf
2.91732,4.59336,6.95483,0.5,2,inf
2.91732,4.21359,6.05143,0.5,2,inf
2.91732,4.21359,6.65367,0.5,2,inf
2.91732,4.21359,6.47443,0.5,2,inf
2.91732,4.21359,6.43247,0.5,2,inf
2.91732,4.21359,6.95483,0.5,2,inf
2.91732,4.72456,6.05143,0.5,2,inf
2.91732,4.72456,6.65367,0.5,2,inf
2.91732,4.72456,6.47443,0.5,2,inf
2.91732,4.72456,6.43247,0.5,2,inf
2.91732,4.72456,6.95483,0.5,2,inf
2.91732,4.70503,6.05143,0.5,2,inf
2.91732,4.70503,6.65367,0.5,2,inf
2.91732,4.70503,6.47443,0.5,2,inf
2.91732,4.70503,6.43247,0.5,2,inf
2.91732,4.70503,6.95483,0.5,2,inf
2.72317,4.44648,6.05143,0.5,2,inf
2.72317,4.44648,6.65367,0.5,2,inf
2.72317,4.44648,6.47443,0.5,2,inf
2.72317,4.44648,6.43247,0.5,2,inf
2.72317,4.44648,6.95483,0.5,2,inf
2.72317,4.59336,6.05143,0.5,2,inf
2.72317,4.59336,6.65367,0.5,2,inf
2.72317,4.59336,6.47443,0.5,2,inf
2.72317,4.59336,6.43247,0.5,2,inf
2.72317,4.59336,6.95483,0.5,2,inf
2.72317,4.21359,6.05143,0.5,2,inf
2.72317,4.21359,6.65367,0.5,2,inf
2.72317,4.21359,6.47443,0.5,2,inf
2.72317,4.21359,6.43247,0.5,2,inf
2.72317,4.21359,6.95483,0.5,2,inf
2.72317,4.72456,6.05143,0.5,2,inf
2.72317,4.72456,6.65367,0.5,2,inf
2.72317,4.72456,6.47443,0.5,2,inf
2.72317,4.72456,6.43247,0.5,2,inf
2.72317,4.72456,6.95483,0.5,2,inf
2.72317,4.70503,6.05143,0.5,2,inf
2.72317,4.70503,6.65367,0.5,2,inf
2.72317,4.70503,6.47443,0.5,2,inf
2.72317,4.70503,6.43247,0.5,2,inf
2.72317,4.70503,6.95483,0.5,2,inf
2.81935,4.44648,6.05143,0.5,2,inf
2.81935,4.44648,6.65367,0.5,2,inf
2.81935,4.44648,6.47443,0.5,2,inf
2.81935,4.44648,6.43247,0.5,2,inf
2.81935,4.44648,6.95483,0.5,2,inf
2.81935,4.59336,6.05143,0.5,2,inf
2.81935,4.59336,6.65367,0.5,2,inf
2.81935,4.59336,6.47443,0.5,2,inf
2.81935,4.59336,6.43247,0.5,2,inf
2.81935,4.59336,6.95483,0.5,2,inf
2.81935,4.21359,6.05143,0.5,2,inf
2.81935,4.21359,6.65367,0.5,2,inf
2.81935,4.21359,6.47443,0.5,2,inf
2.81935,4.21359,6.43247,0.5,2,inf
2.81935,4.21359,6.95483,0.5,2,inf
2.81935,4.72456,6.05143,0.5,2,inf
2.81935,4.72456,6.05143,0.25,3,inf
2.81935,4.72456,6.05143,0.125,4,inf
2.81935,4.72456,6.05143,0.0625,5,inf
2.81935,4.72456,6.05143,0.03125,6,inf
2.81935,4.72456,6.05143,0.015625,7,inf
2.81935,4.72456,6.05143,0.0078125,8,inf
2.81935,4.72456,6.05143,0.00390625,9,inf
2.81935,4.72456,6.05143,0.00195312,10,inf
2.81935,4.72456,6.05143,0.000976562,11,inf
2.81935,4.72456,6.05143,0.000488281,12,inf
2.81935,4.72456,6.05143,0.000244141,13,inf
2.81935,4.72456,6.05143,0.00012207,14,inf
2.81935,4.72456,6.05143,6.10352e-05,15,inf
2.81935,4.72456,6.05143,3.05176e-05,16,inf
2.81935,4.72456,6.05143,1.52588e-05,17,inf
2.81935,4.72456,6.05143,7.62939e-06,18,inf
2.81935,4.72456,6.05143,3.8147e-06,19,inf
2.81935,4.72456,6.05143,1.90735e-06,20,inf
2.81935,4.72456,6.05143,9.53674e-07,21,inf
2.81935,4.72456,6.05143,4.76837e-07,22,inf
2.81935,4.72456,6.05143,2.38419e-07,23,inf
2.81935,4.72456,6.05143,1.19209e-07,24,inf
2.81935,4.72456,6.05143,5.96046e-08,25,inf
2.81935,4.72456,6.05143,2.98023e-08,26,inf
2.81935,4.72456,6.05143,1.49012e-08,27,inf
2.81935,4.72456,6.05143,7.45058e-09,28,inf
2.81935,4.72456,6.05143,3.72529e-09,29,10
2.81935,4.72456,6.65367,0.5,2,inf
2.81935,4.72456,6.65367,0.25,3,inf
2.81935,4.72456,6.65367,0.125,4,inf
2.81935,4.72456,6.65367,0.0625,5,inf
2.81935,4.72456,6.65367,0.03125,6,inf
2.81935,4.72456,6.65367,0.015625,7,inf
2.81935,4.72456,6.65367,0.0078125,8,inf
2.81935,4.72456,6.65367,0.00390625,9,inf
2.81935,4.72456,6.65367,0.00195312,10,inf
2.81935,4.72456,6.65367,0.000976562,11,inf
2.81935,4.72456,6.65367,0.000488281,12,inf
2.81935,4.72456,6.65367,0.000244141,13,inf
2.81935,4.72456,6.65367,0.00012207,14,inf
2.81935,4.72456,6.65367,6.10352e-05,15,inf
2.81935,4.72456,6.65367,3.05176e-05,16,inf
2.81935,4.72456,6.65367,1.52588e-05,17,inf
2.81935,4.72456,6.65367,7.62939e-06,18,inf
2.81935,4.72456,6.65367,3.8147e-06,19,inf
2.81935,4.72456,6.65367,1.90735e-06,20,inf
2.81935,4.72456,6.65367,9.53674e-07,21,inf
2.81935,4.72456,6.65367,4.76837e-07,22,inf
2.81935,4.72456,6.65367,2.38419e-07,23,inf
2.81935,4.72456,6.65367,1.19209e-07,24,inf
2.81935,4.72456,6.65367,5.96046e-08,25,inf
2.81935,4.72456,6.65367,2.98023e-08,26,inf
2.81935,4.72456,6.65367,1.49012e-08,27,inf
2.81935,4.72456,6.65367,7.45058e-09,28,inf
2.81935,4.72456,6.65367,3.72529e-09,29,10
2.81935,4.72456,6.47443,0.5,2,inf
2.81935,4.72456,6.47443,0.25,3,inf
2.81935,4.72456,6.47443,0.125,4,inf
2.81935,4.72456,6.47443,0.0625,5,inf
2.81935,4.72456,6.47443,0.03125,6,inf
2.81935,4.72456,6.47443,0.015625,7,inf
2.81935,4.72456,6.47443,0.0078125,8,inf
2.81935,4.72456,6.47443,0.00390625,9,inf
2.81935,4.72456,6.47443,0.00195312,10,inf
2.81935,4.72456,6.47443,0.000976562,11,inf
